,Unnamed: 0,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
107085,107085,CC(C#C)C12CCC1O2,1.1871,12.53,122.07316494,0,1,"(48,)",0.1082456025807937,-0.3647208253310915,1,2,3,1.2896,-385.812888,-385.813832,-385.822873,-385.856744,-0.2503,0.049,0.2993,0.15706
101575,101575,CCC1C2CCCC1O2,1.9639,9.23,126.104465068,0,1,"(52,)",0.0631418443441317,-0.3742117598692486,1,3,2,1.7574,-388.280119,-388.281063,-388.289577,-388.322766,-0.2338,0.0778,0.3116,0.208314
1771,1771,O1C=C2N=COC2=N1,0.8157999999999999,52.06,110.011627304,0,4,"(40,)",0.2862928227846466,-0.422750189836899,0,2,0,2.0649,-413.432822,-413.433766,-413.438627,-413.467572,-0.2603,-0.052,0.2083,0.063339
73604,73604,CCC(=O)COC=NC,0.6402,38.66,129.078978592,0,3,"(52,)",0.1694687726642603,-0.4757541600302386,4,0,0,1.36,-440.286472,-440.287416,-440.298338,-440.336795,-0.2437,-0.0224,0.2212,0.166771
12107,12107,COC1=NC=C(C)O1,0.99162,35.260000000000005,113.047678464,0,3,"(44,)",0.3928795486704671,-0.4535133649107448,1,1,0,0.3393,-399.827318,-399.828262,-399.835999,-399.86823,-0.2116,0.0281,0.2397,0.118993
22274,22274,CCC1(CC)CCCC1,3.3668000000000022,0.0,126.140850576,0,0,"(54,)",-0.0302696621651622,-0.0648530352762864,2,1,0,0.0315,-353.572351,-353.573295,-353.583822,-353.619439,-0.2925,0.071,0.3634,0.252943
118276,118276,COC=NC1CN(C)C1,-0.0249000000000001,24.83,128.094963004,0,3,"(52,)",0.1688348190167785,-0.4866705672819099,2,1,0,2.7213,-420.354697,-420.355641,-420.365859,-420.402682,-0.2188,0.0168,0.2355,0.180905
90500,90500,CC1=C2COCC2=CN1,1.35332,25.02,123.068413908,1,1,"(48,)",0.0741883882495168,-0.3719450284660542,0,2,0,3.4562,-401.973431,-401.974375,-401.982686,-402.016635,-0.1984,0.036,0.2344,0.149501
108568,108568,OC1C2C(C3CN23)C1=O,-1.3873999999999995,40.31,125.047678464,1,3,"(48,)",0.1687714232753766,-0.3836296469149665,0,3,5,0.7387,-437.800553,-437.801497,-437.809007,-437.841107,-0.2373,-0.0465,0.1908,0.123964
2232,2232,O=CC12COC1C(=O)C2,-0.4567000000000001,43.370000000000005,126.031694052,0,3,"(48,)",0.163382640159844,-0.3681239061852855,1,2,2,2.7892,-457.7333,-457.734245,-457.742077,-457.775007,-0.2495,-0.0547,0.1947,0.110647
62017,62017,CC(CCO)C#CC=O,0.2072000000000001,37.3,126.06807956,1,2,"(50,)",0.1922995505427798,-0.396330000887581,2,0,1,4.9287,-422.988629,-422.989573,-423.000631,-423.039476,-0.2623,-0.0574,0.205,0.155846
93726,93726,O=C1C2CC1CC(=O)C2,0.5545,34.14,124.052429496,0,2,"(48,)",0.1394708982072819,-0.2996653188049226,0,3,2,2.6577,-421.853149,-421.854093,-421.86149,-421.893813,-0.2437,-0.0404,0.2033,0.136794
29560,29560,CC(O)CCC1(C)CC1,1.9475,20.23,128.120115132,1,1,"(54,)",0.0511869701873246,-0.3934188990055628,3,1,1,1.3915,-389.476564,-389.477508,-389.488491,-389.524884,-0.2556,0.0731,0.3287,0.226812
89675,89675,C#CC1=C2CN3C(C1)C23,0.3863,3.01,117.057849224,0,1,"(44,)",0.0498505030156478,-0.2857635648235864,0,3,3,0.7679,-363.45307,-363.454015,-363.461134,-363.492412,-0.2045,-0.0611,0.1434,0.124079
58489,58489,C#CCC12CC(C1)O2,0.9411,9.23,108.057514876,0,1,"(42,)",0.084379441515945,-0.3703448779304635,1,3,0,1.455,-346.493296,-346.49424,-346.501558,-346.533426,-0.2383,0.0458,0.2841,0.129118
90248,90248,OCCC1COC1C#C,0.0169999999999999,29.46,126.06807956,1,2,"(50,)",0.1225635348320924,-0.3963617613163553,2,1,2,2.5052,-422.947622,-422.948566,-422.958398,-422.994408,-0.2536,0.0209,0.2745,0.157059
103070,103070,CC1OC1C1=CC=NN1,0.8694999999999999,41.21,124.063662876,1,2,"(48,)",0.1251340998323287,-0.3631511924341745,1,2,2,2.7836,-418.003572,-418.004516,-418.012396,-418.04528,-0.2351,0.0128,0.2479,0.137705
70474,70474,CC1C2CC1(C)CCC2,2.832600000000001,0.0,124.125200512,0,0,"(52,)",-0.0294776322697378,-0.0617227336340838,0,3,3,0.0735,-352.361214,-352.362159,-352.37098,-352.403456,-0.2659,0.0806,0.3466,0.231083
86543,86543,CC(C)C1=C(C)CCC1,3.142800000000002,0.0,124.125200512,0,0,"(52,)",-0.0257540813586264,-0.073849200089096,1,1,0,0.1805,-352.380895,-352.381839,-352.392297,-352.427791,-0.2147,0.0383,0.2531,0.228564
76203,76203,O=C1CN2CC2C2NC12,-1.406299999999999,42.02,124.063662876,1,3,"(48,)",0.1648407455235556,-0.2997045940350446,0,3,4,3.7678,-417.962723,-417.963667,-417.970674,-418.002069,-0.2271,-0.0233,0.2038,0.138317
69846,69846,CC1CC1(O)CC1CC1,1.5574,20.23,126.104465068,1,1,"(52,)",0.0680061162592679,-0.3895904901378968,2,2,2,1.3998,-388.256436,-388.25738,-388.267338,-388.302115,-0.2423,0.0818,0.3241,0.204359
58761,58761,CCC12COC1C1NC21,0.1356,31.17,125.084063972,1,2,"(50,)",0.0836993287289131,-0.3750530629477937,1,3,4,3.104,-403.058619,-403.059563,-403.067583,-403.100007,-0.2278,0.0643,0.2922,0.171413
95198,95198,OC1(CC1)C1CCC1,1.3114,20.23,112.088815004,1,1,"(46,)",0.0677518112453584,-0.3896013138513379,1,2,0,1.331,-348.966525,-348.96747,-348.975966,-349.009282,-0.2338,0.0669,0.3008,0.176447
64323,64323,COC(C)CC(C)=NO,1.2614999999999998,41.82,131.094628656,1,3,"(54,)",0.0595998966317705,-0.410912363751187,3,0,1,1.2716,-441.432385,-441.433329,-441.444833,-441.483019,-0.2342,0.0187,0.2529,0.190088
8045,8045,N#CC12NC3CCC1C23,0.2603799999999998,35.82,120.068748256,1,2,"(46,)",0.1144568501758038,-0.295652329156746,0,3,4,4.4623,-380.84073,-380.841675,-380.848594,-380.879844,-0.2336,0.0098,0.2434,0.139214
93381,93381,CCC1(CC)NC1C=O,0.7159,39.010000000000005,127.099714036,1,2,"(52,)",0.1383076999266386,-0.3015549011355293,3,1,1,3.4233,-404.32888,-404.329824,-404.340167,-404.375822,-0.2445,-0.0275,0.2169,0.192204
23676,23676,OCC12CC(O1)C1CC21,0.1561000000000001,29.46,126.06807956,1,2,"(50,)",0.0971880263190945,-0.3933614304389264,1,4,4,2.1157,-422.968838,-422.969782,-422.977123,-423.008668,-0.2592,0.0779,0.337,0.160718
86985,86985,CC#CC1=C(C)C=CN1,1.69452,15.79,119.073499288,1,0,"(46,)",0.0922333219093877,-0.3546292895952203,0,1,0,1.5925,-364.832584,-364.833528,-364.843175,-364.87957,-0.1866,0.0125,0.1991,0.147334
74411,74411,CC1OCC2(CN2)CO1,-0.2788000000000001,40.400000000000006,129.078978592,1,3,"(52,)",0.1544827923984775,-0.3509093582505273,0,2,0,2.4442,-440.25456,-440.255504,-440.26376,-440.296366,-0.243,0.0759,0.3189,0.171976
9664,9664,CCNC(CC)C#N,0.89808,35.82,112.100048384,1,2,"(46,)",0.0949762493290961,-0.3022137541006005,3,0,1,4.4247,-345.185414,-345.186358,-345.196222,-345.23144,-0.2431,0.0315,0.2746,0.176085
33851,33851,CC1C2CC(=O)CC12O,0.3463,37.3,126.06807956,1,2,"(50,)",0.1356961254087711,-0.3888239139719293,0,2,3,2.5721,-423.03649,-423.037434,-423.04612,-423.079148,-0.2398,-0.0176,0.2222,0.15817
128759,128759,NCC1=NC(=N)NN=N1,-1.86213,104.33,126.065394192,3,5,"(48,)",0.238720787730274,-0.3238212752546872,1,1,0,2.6387,-446.262562,-446.263506,-446.271675,-446.305194,-0.2496,-0.0902,0.1594,0.114242
68733,68733,CC1CN2C1C2(C)C#N,0.60258,26.8,122.08439832,0,2,"(48,)",0.1222711481432695,-0.2778575043292258,0,2,4,5.3384,-382.031265,-382.032209,-382.041032,-382.074148,-0.2517,0.0241,0.2757,0.158797
103891,103891,CC(C)C1CCC11CO1,1.8214,12.53,126.104465068,0,1,"(52,)",0.0946614322110322,-0.3692876641170593,1,2,2,1.7811,-388.258089,-388.259033,-388.268622,-388.302712,-0.2547,0.0749,0.3296,0.204605
101882,101882,OCC1=CC2C3CC2C13,0.8008,20.23,122.07316494,1,1,"(48,)",0.0644285377595282,-0.3920126299847476,1,5,2,1.5299,-385.817925,-385.818869,-385.826471,-385.858731,-0.2079,0.0171,0.225,0.160264
47369,47369,CC1C2CC1(C)C2=O,1.2314,17.07,110.07316494,0,1,"(44,)",0.1419704508580608,-0.2987594469127453,0,3,3,3.1064,-347.772142,-347.773087,-347.781039,-347.812951,-0.2326,0.015,0.2476,0.15308
39505,39505,CC1C2C(O)C1C21CO1,0.0119999999999999,32.76,126.06807956,1,2,"(50,)",0.1026744862759171,-0.3922973000172424,0,4,2,1.2161,-422.930035,-422.930979,-422.939286,-422.971605,-0.2531,0.0725,0.3256,0.158373
66902,66902,CCC12C3OC(C13)C2O,0.1544999999999999,29.46,126.06807956,1,2,"(50,)",0.0904649424138486,-0.3897085487638275,1,3,5,2.097,-422.95477,-422.955715,-422.963784,-422.996358,-0.2336,0.0746,0.3082,0.159137
94272,94272,COC1OCCN=C1N,-0.6536999999999997,56.84,130.07422756,1,4,"(52,)",0.2155593552758786,-0.3831834277589922,1,1,1,1.7317,-456.33632,-456.337264,-456.346083,-456.379646,-0.2224,0.0252,0.2476,0.160396
120193,120193,NC1=CNC(=O)NC1=O,-1.3546000000000002,91.74,127.0381764,3,3,"(48,)",0.3252986964794889,-0.3930682919427841,0,1,0,4.0603,-470.095882,-470.096826,-470.104416,-470.136367,-0.2063,-0.0321,0.1741,0.104031
38306,38306,ON=C1C2NC2C11CO1,-1.0604000000000002,67.06,126.042927432,2,4,"(48,)",0.1514409758399485,-0.4107673166637051,0,3,3,1.8692,-453.802058,-453.803002,-453.810749,-453.843079,-0.2419,-0.0125,0.2294,0.111478
76433,76433,C1C=CC2C3NC3CN12,-0.4192000000000002,25.18,122.08439832,1,2,"(48,)",0.0451667863598514,-0.3049770672323246,0,3,3,1.6424,-382.039577,-382.040521,-382.047328,-382.078468,-0.1961,0.0299,0.2261,0.163145
131177,131177,CC1=CCCC(O)C1=O,0.6565000000000001,37.3,126.06807956,1,2,"(50,)",0.1861568140018533,-0.3849395292005735,0,1,1,3.467,-423.066715,-423.067659,-423.076295,-423.109389,-0.2518,-0.0547,0.1971,0.159528
36653,36653,CCCC1=NC(C)=NO1,1.33052,38.92,126.07931294,0,3,"(50,)",0.2261162611735098,-0.3393852296435346,2,1,0,1.7197,-419.226596,-419.227541,-419.236906,-419.272522,-0.2733,-0.0122,0.2611,0.158794
9265,9265,CCC1C2COC12C,1.4313,9.23,112.088815004,0,1,"(46,)",0.0740387140197982,-0.3741784779426465,1,2,3,1.5065,-348.962841,-348.963786,-348.972243,-349.004974,-0.2271,0.0821,0.3092,0.176211
49825,49825,CCOC1CC(C)C1,1.8214,9.23,114.104465068,0,1,"(48,)",0.0579678001375458,-0.3784884766615503,2,1,0,0.9795,-350.188407,-350.189351,-350.198701,-350.233215,-0.2418,0.0876,0.3293,0.199053
41057,41057,CC1CCC1C(C)(C)O,1.8034,20.23,128.120115132,1,1,"(54,)",0.0621850674005611,-0.39017184718066,1,1,2,1.443,-389.479213,-389.480158,-389.490592,-389.524981,-0.2548,0.0636,0.3185,0.227325
95385,95385,CC(=O)C(OC=O)C#C,-0.2498,43.370000000000005,126.031694052,0,3,"(48,)",0.2942790645400867,-0.4431843694073559,3,0,1,5.8209,-457.745795,-457.746739,-457.756466,-457.791956,-0.2666,-0.0424,0.2242,0.107455
110062,110062,N#CC#CC1CN1,-0.51482,45.73,92.037448128,1,2,"(34,)",0.1519951764315613,-0.3000418254737784,0,1,1,4.0364,-302.246831,-302.247775,-302.254301,-302.285122,-0.2666,-0.0524,0.2142,0.079328
124630,124630,CC1=COC(=O)C=C1N,0.53042,56.23,125.047678464,1,3,"(48,)",0.3371692991517951,-0.4309145661704784,0,1,0,6.5855,-437.949748,-437.950693,-437.958845,-437.991207,-0.2136,-0.0305,0.1831,0.124966
82501,82501,CCC1C2CC1(O2)C#C,1.1871,9.23,122.07316494,0,1,"(48,)",0.1360342199105583,-0.3580502229610421,1,3,3,2.1501,-385.778161,-385.779105,-385.787905,-385.821549,-0.2382,0.0151,0.2533,0.157341
68052,68052,CCC(C(C)=O)C(C)=O,1.1906,34.14,128.083729624,0,2,"(52,)",0.1397407736322013,-0.2992204564402374,3,0,0,3.9713,-424.262874,-424.263818,-424.275057,-424.312522,-0.2438,-0.0262,0.2176,0.177856
67646,67646,C1CC11CCOCOC1,1.161,18.46,128.083729624,0,2,"(52,)",0.1462307708547083,-0.3554078008381143,0,2,0,2.1509,-424.199359,-424.200303,-424.208554,-424.241613,-0.2517,0.0711,0.3228,0.184478
18977,18977,CCC12CC(O)(C1)CC2,1.7015,20.23,126.104465068,1,1,"(52,)",0.0658222642448436,-0.3898506815968041,1,3,0,1.3441,-388.284184,-388.285128,-388.29406,-388.327163,-0.2483,0.0779,0.3262,0.206463
62011,62011,CN(C)C1=NC=CO1,0.7405999999999999,29.270000000000003,112.063662876,0,3,"(44,)",0.2960950699689706,-0.4320852130844065,1,1,0,1.8192,-379.938378,-379.939322,-379.947201,-379.979686,-0.193,0.0327,0.2257,0.131296
120027,120027,O=C[C-]1[NH2+]C2CC2C1=O,-1.7481100000000005,50.75,125.047678464,1,2,"(48,)",0.0743819244025507,-0.4440959289566619,1,2,2,10.5587,-437.843139,-437.844083,-437.851752,-437.88429,-0.2001,-0.0048,0.1953,0.125566
2973,2973,CNC1=CC(C=O)=NO1,0.5287999999999999,55.13,126.042927432,1,4,"(48,)",0.2246191365721877,-0.3570814940710875,2,1,0,4.7914,-453.935991,-453.936936,-453.945477,-453.979227,-0.2216,-0.0582,0.1635,0.112158
65609,65609,CC1(O)CCC11CN1,-0.1267999999999999,42.17,113.084063972,2,2,"(46,)",0.0813196973330517,-0.3882018256440219,0,2,2,2.8023,-365.018798,-365.019742,-365.02804,-365.060169,-0.2336,0.0654,0.299,0.164661
44733,44733,C1OC2C3NC3COC12,-0.8755999999999999,40.400000000000006,127.063328528,1,3,"(50,)",0.108582157958819,-0.3713532368802407,0,3,4,2.8785,-439.024652,-439.025596,-439.032593,-439.064322,-0.2383,0.0667,0.305,0.150451
125373,125373,CCC1C2C(C)C2C1C,2.5444000000000004,0.0,124.125200512,0,0,"(52,)",-0.0320941964424721,-0.0650974286994955,1,2,5,0.199,-352.319728,-352.320672,-352.330859,-352.36564,-0.2445,0.0784,0.3229,0.228524
44544,44544,FC1=CON=NC1=N,-0.31183,62.77,115.018189904,1,4,"(42,)",0.2093655561163218,-0.3439614095365301,0,1,0,1.4673,-454.670074,-454.671018,-454.677321,-454.708069,-0.2564,-0.0917,0.1647,0.058769
123040,123040,N1C2C3OC=NC2C13,-0.8639000000000003,33.62,110.048012812,1,3,"(42,)",0.1698931460943822,-0.4768804874392185,0,4,2,2.1816,-378.653474,-378.654419,-378.659553,-378.688557,-0.2468,0.0052,0.252,0.111161
70759,70759,CC1=CC23CC2(CO3)C1,1.4955,9.23,122.07316494,0,1,"(48,)",0.0954473331070318,-0.3694801513847661,0,3,2,2.2827,-385.837528,-385.838472,-385.846077,-385.877751,-0.2173,0.0119,0.2293,0.159812
36027,36027,N1C=C2ON=NC2=N1,-0.0541000000000001,67.6,110.022860684,1,4,"(40,)",0.2434999068775589,-0.333380595934012,0,2,0,4.7699,-409.587171,-409.588115,-409.593405,-409.622637,-0.2536,-0.0695,0.1841,0.062881
27726,27726,CCC(=NO)C1CO1,0.6254,45.120000000000005,115.063328528,1,3,"(46,)",0.1222498483830751,-0.41082595818058,2,1,1,1.1961,-400.926304,-400.927248,-400.935988,-400.969775,-0.2452,0.0012,0.2465,0.139996
86384,86384,OC12CC3C1CC23C=O,-0.0438,37.3,124.052429496,1,2,"(48,)",0.1288411676196467,-0.3885329115118427,1,5,4,1.4939,-421.751125,-421.752069,-421.759893,-421.79233,-0.2424,-0.0323,0.21,0.134881
60855,60855,CC1CN=COCO1,0.4075,30.82,115.063328528,0,3,"(46,)",0.1900459639994357,-0.4574414040235938,0,1,1,1.6697,-400.995523,-400.996467,-401.003957,-401.035796,-0.2442,0.0151,0.2594,0.143333
95857,95857,CN1C(=N)N=CN=C1F,-0.5663300000000002,54.56,128.04982438,1,4,"(48,)",0.2926127803361811,-0.2740070252992153,0,1,0,1.5718,-474.190539,-474.191484,-474.198929,-474.231266,-0.2423,-0.0519,0.1904,0.102776
116891,116891,CC1CC(C1C)N1CC1,1.3465,3.01,125.12044948,0,1,"(52,)",0.0127108112197239,-0.2975608747914776,1,2,3,1.0389,-368.365036,-368.365981,-368.375698,-368.410208,-0.2209,0.0853,0.3062,0.217087
98540,98540,N=C1NC(=O)C=CCO1,-0.37623,62.18000000000001,126.042927432,2,3,"(48,)",0.2885936816668408,-0.460908366992051,0,1,0,4.276,-453.979816,-453.98076,-453.988225,-454.02065,-0.2542,-0.062,0.1922,0.115
100918,100918,CC1CC(C)C(O)C1C,1.6593,20.23,128.120115132,1,1,"(54,)",0.0593417878378782,-0.3925636813745173,0,1,4,1.3513,-389.501404,-389.502348,-389.512592,-389.547148,-0.2558,0.0623,0.318,0.228964
38576,38576,O=C1C2CC1OC(=O)O2,-0.1368,52.60000000000001,128.010958608,0,4,"(48,)",0.5092213873447614,-0.4226070863352494,0,3,2,4.7276,-493.714974,-493.715918,-493.722578,-493.75391,-0.2678,-0.0669,0.2009,0.089523
1599,1599,CCC1(C)CC2CC12,2.442500000000001,0.0,110.109550448,0,0,"(46,)",-0.0294658026554248,-0.0648524430357193,1,2,3,0.2004,-313.039685,-313.040629,-313.049048,-313.081278,-0.2483,0.0875,0.3358,0.200245
29196,29196,COC1CC1OC(C)=O,0.3368,35.53,130.06299418,0,3,"(52,)",0.3024966151918874,-0.4596846878510039,2,1,2,2.3798,-460.154593,-460.155537,-460.165657,-460.202226,-0.2506,0.02,0.2706,0.155726
19202,19202,CC12CC3(C)OC3C1O2,0.7051,25.06,126.06807956,0,2,"(50,)",0.1160955220287113,-0.3632874775538313,0,3,4,3.3484,-422.998241,-422.999185,-423.00743,-423.039662,-0.2569,0.0609,0.3178,0.157743
21717,21717,C#CC1=NON=N1,-0.5541,51.81,95.011961652,0,4,"(34,)",0.2688141051362194,-0.2210468468296833,0,1,0,2.5783,-354.190818,-354.191762,-354.197108,-354.226257,-0.296,-0.088,0.208,0.042374
39716,39716,CC1OC2C3CC1(C)C23,1.4297,9.23,124.088815004,0,1,"(50,)",0.0648667095443327,-0.3740740423639717,0,3,5,1.519,-387.062707,-387.063652,-387.071622,-387.103403,-0.2236,0.0831,0.3067,0.18317
49395,49395,CN1CC(O)(C1)C#C,-0.7039,23.47,111.068413908,1,2,"(44,)",0.1497946574087001,-0.3748903619903507,0,1,0,1.6853,-363.782904,-363.783849,-363.79243,-363.825103,-0.2141,0.0318,0.2459,0.139529
111430,111430,O=CC1C2NC1C2=O,-1.2754000000000003,46.17,111.0320284,1,3,"(42,)",0.1677093313944826,-0.3029272448055219,1,3,2,1.9756,-398.533242,-398.534186,-398.54086,-398.572164,-0.2515,-0.0359,0.2156,0.095327
78681,78681,CCCC12CC3CC1N23,1.3855,3.01,123.104799416,0,1,"(50,)",0.0386647056435748,-0.288104355600135,2,3,4,1.5594,-367.156945,-367.157889,-367.166469,-367.200134,-0.2356,0.0924,0.328,0.195219
68948,68948,O=C1CC2CC1CC=C2,1.5416,17.07,122.07316494,0,1,"(48,)",0.1363938695852765,-0.299366667464596,0,2,2,2.6951,-385.931437,-385.932381,-385.939365,-385.970579,-0.2334,-0.0133,0.22,0.162551
19789,19789,C#CC12OC3C4C(C14)C23,0.2628,9.23,118.041864812,0,1,"(44,)",0.1373155225873922,-0.3576501188736387,0,4,6,1.9125,-383.358928,-383.359872,-383.366299,-383.396891,-0.2473,0.017,0.2643,0.112428
16706,16706,CC1(C2CO2)C(O)C1O,-0.8731,52.99,130.06299418,2,3,"(52,)",0.0914458388147707,-0.3896235712536126,1,2,3,1.2059,-460.09989,-460.100834,-460.110494,-460.145092,-0.2326,0.0515,0.2841,0.156617
120888,120888,CC(C)(C)C#CC#C,1.6691,0.0,106.07825032,0,0,"(42,)",0.0240023621227668,-0.1058448423773089,0,0,0,1.2162,-310.618992,-310.619936,-310.629561,-310.663367,-0.2394,-0.0069,0.2325,0.150203
17709,17709,OC1C=CCCC11CO1,0.4662999999999999,32.76,126.06807956,1,2,"(50,)",0.1211655867816558,-0.3859214050413709,0,2,2,2.1625,-423.00803,-423.008974,-423.017214,-423.049901,-0.2501,0.0075,0.2576,0.159864
50123,50123,CC1CC2C3C=CC2C13,2.0744,0.0,120.093900384,0,0,"(48,)",-0.016257980016955,-0.0845126278483857,0,5,3,0.3273,-349.932274,-349.933218,-349.940335,-349.971381,-0.2139,0.0176,0.2315,0.185448
74274,74274,CNC1=CC=CN=C1O,0.8288999999999997,45.150000000000006,124.063662876,2,3,"(48,)",0.2343405045290969,-0.4918054221588205,1,1,0,1.9563,-418.066116,-418.067061,-418.075154,-418.107682,-0.1909,-0.001,0.1899,0.13832
1186,1186,CC(N)=NC1=NON=N1,-0.5268000000000004,90.19,127.04940978,1,5,"(48,)",0.3122024568575631,-0.3872782930364901,1,1,0,6.2551,-466.136758,-466.137702,-466.146205,-466.180817,-0.2404,-0.0525,0.1879,0.099836
48621,48621,C1CN1C1=NCC2NC12,-0.9454999999999998,37.31,123.079647288,1,3,"(48,)",0.1180100308806934,-0.3554562631334775,0,3,2,2.2459,-398.072626,-398.073571,-398.081002,-398.113192,-0.2317,0.0137,0.2454,0.150179
81706,81706,OC1C2OC(C=O)C12,-1.0566000000000002,46.53,114.031694052,1,3,"(44,)",0.1487703616520884,-0.3898927292141223,1,2,4,3.9006,-419.614876,-419.615821,-419.622788,-419.654123,-0.2417,-0.0427,0.1991,0.105816
128411,128411,CC1OC1(C#C)C#C,0.4102999999999999,12.53,106.041864812,0,1,"(40,)",0.215930549014797,-0.3408383139586931,0,1,1,1.7928,-345.301411,-345.302355,-345.310787,-345.34327,-0.2599,-0.004,0.2559,0.102762
69067,69067,CC12CC(CC1O2)C#C,1.1871,12.53,122.07316494,0,1,"(48,)",0.0932243781197644,-0.3662680282652653,0,2,3,1.5975,-385.854408,-385.855353,-385.863938,-385.896848,-0.2526,0.0543,0.3069,0.158387
108285,108285,OCC1=NC=CC=C1,0.5739000000000001,33.120000000000005,109.052763844,1,2,"(42,)",0.0852464584960229,-0.3900639673957677,1,1,0,0.774,-362.708705,-362.70965,-362.716688,-362.748467,-0.2472,-0.0184,0.2287,0.121024
67142,67142,CC1C(O)C1NCC#N,-0.5212200000000002,56.05,126.07931294,2,3,"(50,)",0.0843581054356204,-0.3911494844725358,2,1,3,5.6494,-419.171834,-419.172778,-419.182718,-419.218349,-0.2302,0.0262,0.2564,0.158281
43220,43220,OC1=NC=C(F)C=N1,0.3212999999999999,46.010000000000005,114.022940936,1,3,"(42,)",0.3134579721470699,-0.4790112830242282,0,1,0,1.561,-438.734384,-438.735329,-438.741151,-438.771199,-0.2535,-0.0544,0.1991,0.073761
70845,70845,O=CCN=C1NCCO1,-0.8389,50.69,128.058577496,1,3,"(50,)",0.2847109280389741,-0.4634213445051151,2,1,0,6.2663,-455.155498,-455.156443,-455.165306,-455.201056,-0.2258,-0.0084,0.2174,0.135848
50365,50365,OCCC1CCC1C=O,0.5939,37.3,128.083729624,1,2,"(52,)",0.1228469032778021,-0.3963653096137859,3,1,2,4.2147,-424.205705,-424.20665,-424.216615,-424.252715,-0.2436,-0.0204,0.2232,0.181064
117475,117475,CC12CC3CC1C=CC23,2.2185,0.0,120.093900384,0,0,"(48,)",-0.0144865903124572,-0.0845340055628207,0,4,4,0.1304,-349.946707,-349.947651,-349.954541,-349.985105,-0.2278,0.02,0.2478,0.185969
131174,131174,CC1C(O)CC1(O)C=O,-0.6829000000000001,57.53,130.06299418,2,3,"(52,)",0.1515346427879662,-0.3925945013437026,1,1,3,3.1165,-460.148861,-460.149805,-460.159334,-460.193482,-0.248,-0.0297,0.2182,0.15651
129579,129579,CC(C)C1OCC11CO1,0.8102,21.76,128.083729624,0,2,"(52,)",0.1409261942739834,-0.3715543706393869,1,2,2,1.7627,-424.177988,-424.178933,-424.188389,-424.222719,-0.2517,0.069,0.3206,0.180508
48415,48415,CC(COCC#C)C#N,0.7958799999999999,33.02,123.068413908,0,2,"(48,)",0.1070094348140796,-0.3674436412118015,3,0,1,3.5016,-401.905647,-401.906591,-401.916935,-401.953381,-0.2721,0.0158,0.2878,0.144409
31043,31043,NC1=C(NN=N1)C1CO1,-0.5418000000000003,80.12,126.054160812,2,4,"(48,)",0.1712584878574677,-0.3805648130968595,1,2,1,3.7789,-450.085399,-450.086343,-450.094205,-450.127189,-0.2131,-0.0052,0.2078,0.114333
86150,86150,CC12CC1(O)C(=O)NC2,-0.7427000000000001,49.33,127.063328528,2,2,"(50,)",0.252156546980999,-0.3793392383977528,0,2,2,3.4655,-439.112397,-439.113341,-439.121895,-439.154572,-0.2419,0.0211,0.2631,0.147788
28400,28400,CC(O)C1N2CCC12C,0.2138000000000002,23.24,127.099714036,1,2,"(52,)",0.0684973038412037,-0.3917117246810696,1,2,4,0.3435,-404.295095,-404.296039,-404.305828,-404.340397,-0.225,0.0715,0.2966,0.192843
71023,71023,CCC1CC(CC=O)O1,1.1429,26.3,128.083729624,0,2,"(52,)",0.1220785022318614,-0.374352795125651,3,1,2,3.6566,-424.216343,-424.217287,-424.227235,-424.263741,-0.245,-0.0217,0.2233,0.180377
74828,74828,CN1CC2C3C2C(=O)C13,-0.2547000000000001,20.31,123.068413908,0,2,"(48,)",0.153538237519166,-0.2975829177384685,0,3,4,2.9536,-401.922852,-401.923796,-401.931167,-401.962906,-0.2,-0.0017,0.1983,0.149024
23350,23350,CCC1C2C3C4C3N2C14,0.7072,3.24,121.089149352,0,1,"(48,)",0.0195873165596631,-0.2924240210345754,1,4,4,1.8442,-365.916057,-365.917001,-365.924327,-365.956324,-0.2195,0.0731,0.2927,0.17259
27499,27499,C1C2CC3CCOC2C13,1.4313,9.23,124.088815004,0,1,"(50,)",0.0633897254316407,-0.3776230007924261,0,4,4,1.2881,-387.08116,-387.082104,-387.088562,-387.118975,-0.2341,0.0875,0.3217,0.188067
71370,71370,CC1CC1N(C=O)C=O,0.0095999999999998,37.38,127.063328528,0,2,"(50,)",0.2158788979436557,-0.2844757118043046,3,1,2,5.9432,-439.098323,-439.099267,-439.108581,-439.143156,-0.2485,-0.0342,0.2143,0.145809
130946,130946,CC#CC1=CC=NN1C,0.7915,17.82,120.068748256,0,2,"(46,)",0.110280580184207,-0.2600946133988491,0,1,0,2.8762,-380.868287,-380.869231,-380.878578,-380.915354,-0.2181,-0.0096,0.2085,0.136151
44533,44533,CCC(O)C1CC1C=O,0.5923,37.3,128.083729624,1,2,"(52,)",0.1229575264985973,-0.3928276530598905,3,1,3,2.7046,-424.2142,-424.215144,-424.225374,-424.261257,-0.2435,-0.0203,0.2233,0.180129
54648,54648,CCC1(CC(C)O)CO1,0.9363,32.76,130.099379688,1,2,"(54,)",0.093795324242252,-0.3933038097495474,3,1,2,3.1046,-425.405865,-425.406809,-425.417226,-425.452827,-0.2493,0.0797,0.3289,0.203577
